X,Y
4.75927026,0.23688076
4.71052223,0.34611974
4.64020032,0.44906357
4.5500819,0.54565032
4.44325261,0.63618467
4.32321467,0.72108487
4.19269296,0.8003752
4.05297365,0.87336138
3.90443704,0.93899894
3.74800557,0.99694966
3.5863815,1.04850357
3.42380445,1.09621525
3.26413673,1.14226716
3.1089845,1.18718832
2.9577033,1.23010688
2.80896114,1.26998504
2.66220373,1.30671325
2.51802929,1.34138214
2.37762464,1.37569835
2.24196968,1.41111038
2.11138817,1.44831368
1.9855927,1.48734337
1.86402923,1.5280049
1.74622251,1.57030235
1.63192805,1.61466366
1.52107844,1.66192881
1.41364034,1.71318497
1.30951131,1.76957926
1.20851724,1.83220796
1.11049693,1.90210627
1.01542052,1.98028968
0.92348214,2.06775872
0.83511151,2.1653878
0.75086762,2.27368986
0.67123288,2.39256386
0.59642446,2.52120392
0.526391,2.65826552
0.46105067,2.80217151
0.400596,2.95132346
0.34558089,3.10410755
0.29667513,3.25880648
0.25427072,3.41360311
0.21825781,3.56674797
0.18814834,3.71680778
0.16346613,3.86284815
0.1441735,4.00445264
0.1309353,4.14157107
0.12515578,4.27426102
0.12884781,4.40240219
0.14444698,4.52543565
0.17467699,4.64214271
0.22253251,4.75044716
